Participant,Station Name,Region,Dispatch Type,Category,Classification,Fuel Source - Primary,Fuel Source - Descriptor,Technology Type - Primary,Technology Type - Descriptor,Physical Unit No.,Unit Size (MW),Aggregation,DUID,Reg Cap (MW),Max Cap (MW),Max ROC/Min
Griffith Solar Farm Pty Ltd,Griffith Solar Farm,NSW1,Generator,Market,Non-Scheduled,Solar,Solar,Renewable,PV,1-12,2.27,Y,GRIFSF1,27.2,27,1
GSP Energy Pty Ltd,Burrinjuck Hydro Power Station,NSW1,Generator,Market,Non-Scheduled,Hydro,Water,Renewable,Hydro - Gravity,3-4,5.7,N,BURRIN,27.0,28,
GSP Energy Pty Ltd,Burrinjuck Hydro Power Station,NSW1,Generator,Market,Non-Scheduled,Hydro,Water,Renewable,Hydro - Gravity,5,15.4,N,BURRIN,0.0,-,-
GSP Energy Pty Ltd,Hume (NSW) Hydro Power Station,NSW1,Generator,Market,Scheduled,Hydro,Water,Renewable,Hydro - Gravity,1-2,29,Y,HUMENSW,29.0,70,10
GSP Energy Pty Ltd,Hume (Vic) Hydro Power Station,VIC1,Generator,Market,Scheduled,Hydro,Water,Renewable,Hydro - Gravity,1-2,29,Y,HUMEV,29.0,70,10
GSP Energy Pty Ltd,Keepit Hydro Power Station,NSW1,Generator,Market,Non-Scheduled,Hydro,Water,Renewable,Hydro - Gravity,1,6,N,KEEPIT,6.0,8,
Gunning Wind Energy Developments Pty Ltd,Gunning Wind Farm,NSW1,Generator,Market,Semi-Scheduled,Wind,Wind,Renewable,Wind,1-31,1.5,N,GUNNING1,46.5,47,47
Hamilton Solar Farm Pty Ltd,Hamilton Solar Farm,QLD1,Generator,Market,Semi-Scheduled,Solar,Solar,Renewable,PV,,2.5,Y,HAMISF1,57.5,56,20
Hayman Solar Farm Pty Ltd ATF the Hayman Solar Farm Trust ,Hayman Solar Farm,QLD1,Generator,Market,Semi-Scheduled,Solar,Solar,Renewable,PV,1-21,2.75,Y,HAYMSF1,57.75,50,165
Hornsdale Power Reserve Pty Ltd,Hornsdale Power Reserve,SA1,Generator,Market,Scheduled,Battery storage,Wind,Storage,Battery,1-197,0.52,N,HPRG1,100.0,100,200
Hornsdale Power Reserve Pty Ltd,Hornsdale Power Reserve,SA1,Load,Market,Scheduled,-,-,Storage,Battery,1-197,0.406,N,HPRL1,79.982,80,200
Hughenden Solar Pty Limited As Trustee For Hughenden Solar Trust,Hughenden Solar Farm,QLD1,Generator,Market,Non-Scheduled,Solar,Solar,Renewable,PV,1-18,1.165,Y,HUGSF1,20.97,18,60
HWF1 Pty Ltd,Hornsdale Wind Farm,SA1,Generator,Market,Semi-Scheduled,Wind,Wind,Renewable,Wind,1-32,3.2,Y,HDWF1,102.4,102,50
HWF2 Pty Ltd,Hornsdale Wind Farm 2,SA1,Generator,Market,Semi-Scheduled,Wind,Wind,Renewable,Wind,1-32,3.2,Y,HDWF2,102.4,102,50
HWF3 Pty Ltd,Hornsdale Wind Farm 3,SA1,Generator,Market,Semi-Scheduled,Wind,Wind,Renewable,Wind,1-35,3.2,Y,HDWF3,112.0,109,50
Hydro Power Pty Limited,Brown Mountain Hydro Power Station,NSW1,Generator,Market,Non-Scheduled,Hydro,Water,Renewable,Hydro - Gravity,1,0.5,Y,BROWNMT,5.0,6,0
Hydro Power Pty Limited,Brown Mountain Hydro Power Station,NSW1,Generator,Market,Non-Scheduled,Hydro,Water,Renewable,Hydro - Gravity,2-3,0.75,Y,BROWNMT,0.0,-,-
Hydro Power Pty Limited,Brown Mountain Hydro Power Station,NSW1,Generator,Market,Non-Scheduled,Hydro,Water,Renewable,Hydro - Gravity,4-5,1,Y,BROWNMT,0.0,-,-
Hydro Power Pty Limited,Brown Mountain Hydro Power Station,NSW1,Generator,Market,Non-Scheduled,Hydro,Water,Renewable,Hydro - Gravity,6,4.2,Y,BROWNMT,0.0,-,-
Hydro Power Pty Limited,Wyangala A Power Station,NSW1,Generator,Market,Non-Scheduled,Hydro,Water,Renewable,Hydro - Gravity,1,20,N,WYANGALA,20.0,20,
Hydro Power Pty Limited,Wyangala B Power Station,NSW1,Generator,Market,Non-Scheduled,Hydro,Water,Renewable,Hydro - Gravity,1,4,N,WYANGALB,4.0,4,
Hydro-Electric Corporation,Bell Bay Three Power Station,TAS1,Generator,Market,Scheduled,Fossil,Natural Gas,Combustion,Open Cycle Gas turbines (OCGT),1,35,Y,BBTHREE1,35.0,49,10
Hydro-Electric Corporation,Bell Bay Three Power Station,TAS1,Generator,Market,Scheduled,Fossil,Natural Gas,Combustion,Open Cycle Gas turbines (OCGT),2,35,Y,BBTHREE2,35.0,49,10
Hydro-Electric Corporation,Bell Bay Three Power Station,TAS1,Generator,Market,Scheduled,Fossil,Natural Gas,Combustion,Open Cycle Gas turbines (OCGT),3,35,Y,BBTHREE3,35.0,49,10
Hydro-Electric Corporation,Bell Bay Three Power Station,TAS1,Generator,Market,Scheduled,Fossil,Natural Gas,Combustion,Open Cycle Gas turbines (OCGT),1,58,Y,TVPP104,58.0,58,10
Hydro-Electric Corporation,Tamar Valley Combined Cycle Power Station,TAS1,Generator,Market,Scheduled,Fossil,Natural Gas,Combustion,CCGT,1,140.6,Y,TVCC201,208.6,208,9
Hydro-Electric Corporation,Tamar Valley Combined Cycle Power Station,TAS1,Generator,Market,Scheduled,Fossil,Natural Gas,Combustion,CCGT,2,68,Y,TVCC201,0.0,-,-
Hydro-Electric Corporation,Bastyan Power Station,TAS1,Generator,Market,Scheduled,Hydro,Water,Renewable,Hydro - Gravity,1,79.9,Y,BASTYAN,79.9,88,40
Hydro-Electric Corporation,Butlers Gorge Power Station,TAS1,Generator,Market,Non-Scheduled,Hydro,Water,Renewable,Hydro - Gravity,1,14.4,N,BUTLERSG,14.4,15,
Hydro-Electric Corporation,Catagunya / Liapootah / Wayatinah Power Station,TAS1,Generator,Market,Scheduled,Hydro,Water,Renewable,Hydro - Gravity,C 1-2,24,Y,LI_WY_CA,173.7,190,110
Hydro-Electric Corporation,Catagunya / Liapootah / Wayatinah Power Station,TAS1,Generator,Market,Scheduled,Hydro,Water,Renewable,Hydro - Gravity,L 1,27.9,Y,LI_WY_CA,0.0,-,-
Hydro-Electric Corporation,Catagunya / Liapootah / Wayatinah Power Station,TAS1,Generator,Market,Scheduled,Hydro,Water,Renewable,Hydro - Gravity,L 2,27.9,Y,LI_WY_CA,0.0,-,-
Hydro-Electric Corporation,Catagunya / Liapootah / Wayatinah Power Station,TAS1,Generator,Market,Scheduled,Hydro,Water,Renewable,Hydro - Gravity,L 3,31.5,Y,LI_WY_CA,0.0,-,-
Hydro-Electric Corporation,Catagunya / Liapootah / Wayatinah Power Station,TAS1,Generator,Market,Scheduled,Hydro,Water,Renewable,Hydro - Gravity,W 1-3,12.8,Y,LI_WY_CA,0.0,-,-
Hydro-Electric Corporation,Cethana Power Station,TAS1,Generator,Market,Scheduled,Hydro,Water,Renewable,Hydro - Gravity,1,85,Y,CETHANA,85.0,100,40
Hydro-Electric Corporation,Cluny Power Station,TAS1,Generator,Market,Non-Scheduled,Hydro,Water,Renewable,Hydro - Gravity,1,19,N,CLUNY,19.0,22,
Hydro-Electric Corporation,Devils Gate Power Station,TAS1,Generator,Market,Scheduled,Hydro,Water,Renewable,Hydro - Gravity,1,67,Y,DEVILS_G,60.0,67,40
Hydro-Electric Corporation,Fisher Power Station,TAS1,Generator,Market,Scheduled,Hydro,Water,Renewable,Hydro - Gravity,1,43.2,Y,FISHER,43.2,46,30
Hydro-Electric Corporation,Gordon Power Station,TAS1,Generator,Market,Scheduled,Hydro,Water,Renewable,Hydro - Gravity,1-3,144,Y,GORDON,432.0,450,180
Hydro-Electric Corporation,John Butters Power Station,TAS1,Generator,Market,Scheduled,Hydro,Water,Renewable,Hydro - Gravity,1,144,Y,JBUTTERS,144.0,144,40
Hydro-Electric Corporation,Lake Echo Power Station,TAS1,Generator,Market,Scheduled,Hydro,Water,Renewable,Hydro - Gravity,1,32.4,Y,LK_ECHO,32.4,34,15
Hydro-Electric Corporation,Lemonthyme / Wilmot Power Station,TAS1,Generator,Market,Scheduled,Hydro,Water,Renewable,Hydro - Gravity,L 1,51,Y,LEM_WIL,81.6,86,25
Hydro-Electric Corporation,Lemonthyme / Wilmot Power Station,TAS1,Generator,Market,Scheduled,Hydro,Water,Renewable,Hydro - Gravity,W 1,30.6,Y,LEM_WIL,0.0,-,-
Hydro-Electric Corporation,Mackintosh Power Station,TAS1,Generator,Market,Scheduled,Hydro,Water,Renewable,Hydro - Gravity,1,79.9,Y,MACKNTSH,79.9,89,40
Hydro-Electric Corporation,Meadowbank Power Station,TAS1,Generator,Market,Scheduled,Hydro,Water,Renewable,Hydro - Gravity,1,40,Y,MEADOWBK,40.0,44,10
Hydro-Electric Corporation,Musselroe Wind Farm,TAS1,Generator,Market,Semi-Scheduled,Wind,Wind,Renewable,Wind,1 - 56,3,N,MUSSELR1,168.0,168,168
Hydro-Electric Corporation,Paloona Power Station,TAS1,Generator,Market,Non-Scheduled,Hydro,Water,Renewable,Hydro - Gravity,1,28,N,PALOONA,28.0,33,
Hydro-Electric Corporation,Poatina Power Station,TAS1,Generator,Market,Scheduled,Hydro,Water,Renewable,Hydro - Gravity,1-2,50,Y,POAT110,100.0,124,20
Hydro-Electric Corporation,Poatina Power Station,TAS1,Generator,Market,Scheduled,Hydro,Water,Renewable,Hydro - Gravity,3-6,50,Y,POAT220,200.0,248,40
Hydro-Electric Corporation,Reece Power Station,TAS1,Generator,Market,Scheduled,Hydro,Water,Renewable,Hydro - Gravity,1,115.6,Y,REECE1,115.6,119,40
Hydro-Electric Corporation,Reece Power Station,TAS1,Generator,Market,Scheduled,Hydro,Water,Renewable,Hydro - Gravity,2,115.6,Y,REECE2,115.6,119,40
Hydro-Electric Corporation,Repulse Power Station,TAS1,Generator,Market,Non-Scheduled,Hydro,Water,Renewable,Hydro - Gravity,1,34,N,REPULSE,28.0,34,
Hydro-Electric Corporation,Rowallan Power Station,TAS1,Generator,Market,Non-Scheduled,Hydro,Water,Renewable,Hydro - Gravity,1,10.5,N,ROWALLAN,10.5,11,
Hydro-Electric Corporation,Tarraleah Power Station,TAS1,Generator,Market,Scheduled,Hydro,Water,Renewable,Hydro - Gravity,1-6,15,Y,TARRALEA,90.0,94,60
Hydro-Electric Corporation,Trevallyn Power Station,TAS1,Generator,Market,Scheduled,Hydro,Water,Renewable,Hydro - Gravity,1-2,20,Y,TREVALLN,93.0,103,60
Hydro-Electric Corporation,Trevallyn Power Station,TAS1,Generator,Market,Scheduled,Hydro,Water,Renewable,Hydro - Gravity,3-4,26.5,Y,TREVALLN,0.0,-,-
Hydro-Electric Corporation,Tribute Power Station,TAS1,Generator,Market,Scheduled,Hydro,Water,Renewable,Hydro - Gravity,1,82.8,Y,TRIBUTE,82.8,92,40
Hydro-Electric Corporation,Tungatinah Power Station,TAS1,Generator,Market,Scheduled,Hydro,Water,Renewable,Hydro - Gravity,"1, 2 & 5,3 & 4",25,Y,TUNGATIN,125.0,142,75
Hydro-Electric Corporation,Woolnorth Studland Bay / Bluff Point Wind Farm,TAS1,Generator,Market,Non-Scheduled,Wind,Wind,Renewable,Wind,WBP 1-37,1.75,Y,WOOLNTH1,140.0,140,
Hydro-Electric Corporation,Woolnorth Studland Bay / Bluff Point Wind Farm,TAS1,Generator,Market,Non-Scheduled,Wind,Wind,Renewable,Wind,WSB 1-25,3,Y,WOOLNTH1,0.0,-,-
Infigen Energy Holdings Pty Limited,Capital East Solar Farm,NSW1,Generator,Market,Non-Scheduled,Solar,Solar,Renewable,PV,1-2,0.013,N,CESF1,0.205,1,0
Infigen Energy Holdings Pty Limited,Capital East Solar Farm,NSW1,Generator,Market,Non-Scheduled,Solar,Solar,Renewable,PV,3,0.011,N,CESF1,0.0,-,-
Infigen Energy Holdings Pty Limited,Capital East Solar Farm,NSW1,Generator,Market,Non-Scheduled,Solar,Solar,Renewable,PV,4,0.168,N,CESF1,0.0,-,-
Infigen Energy Markets Pty Limited,Capital Wind Farm,NSW1,Generator,Market,Non-Scheduled,Wind,Wind,Renewable,Wind,1-67,2,N,CAPTL_WF,140.0,140,
Iraak Sun Farm Pty Ltd,Karadoc Solar Farm,VIC1,Generator,Market,Semi-Scheduled,Solar,Solar,Renewable,PV,1-38,2.368,Y,KARSF1,104.0,90,18
Kiata Wind Farm Pty Ltd,Kiata Wind Farm,VIC1,Generator,Market,Semi-Scheduled,Wind,Wind,Renewable,Wind,1-9,3.45,N,KIATAWF1,31.05,31,37
Lake Bonney Wind Power Pty Ltd,Lake Bonney BESS1,SA1,Generator,Market,Scheduled,Battery storage,Grid,Storage,Battery,1-48,0.52,Y,LBBG1,25.0,25,5
Lake Bonney Wind Power Pty Ltd,Lake Bonney BESS1,SA1,Load,Market,Scheduled,-,-,Storage,Battery,1-48,0.52,Y,LBBL1,25.0,25,5
Lake Bonney Wind Power Pty Ltd,Lake Bonney Stage 2 Windfarm,SA1,Generator,Market,Semi-Scheduled,Wind,Wind,Renewable,Wind,1-53,3,N,LKBONNY2,159.0,159,32
Lake Bonney Wind Power Pty Ltd,Lake Bonney Stage 3 Wind Farm,SA1,Generator,Market,Semi-Scheduled,Wind,Wind,Renewable,Wind,1-13,3,N,LKBONNY3,39.0,39,32
Lake Bonney Wind Power Pty Ltd,Lake Bonney Wind Farm Stage 1,SA1,Generator,Market,Non-Scheduled,Wind,Wind,Renewable,Wind,1-46,1.75,N,LKBONNY1,80.5,81,
Lal Lal Wind Farms Nom Co Pty Ltd,Yendon Wind Farm,VIC1,Generator,Market,Semi-Scheduled,Wind,Wind,Renewable,Wind,1-38,3.763,Y,YENDWF1,144.4,142,28
Landfill Operations Pty Ltd,Melbourne Regional Landfill,VIC1,Generator,Non-Market,Non-Scheduled,Renewable/ Biomass / Waste,Landfill Methane / Landfill Gas,Combustion,Spark Ignition Reciprocating Engine,1-8,1.11,N,-,8.88,8.88,
Limondale Sun Farm Pty Ltd,Limondale Solar Farm 2,NSW1,Generator,Market,Semi-Scheduled,Solar,Solar,Renewable,PV,1-14,2.07,N,LIMOSF21,38.0,29,6
Lincoln Gap Wind Farm (Operations) Pty Ltd,Lincoln Gap Wind Farm,SA1,Generator,Market,Semi-Scheduled,Wind,Wind,Renewable,Wind,1-59,3.6,Y,LGAPWF1,212.4,212.4,0
LMS Energy Pty Ltd,Eastern Creek 2 Gas Utilisation Facility,NSW1,Generator,Market,Non-Scheduled,Renewable/ Biomass / Waste,Landfill Methane / Landfill Gas,Combustion,Spark Ignition Reciprocating Engine,1-8,1.25,Y,EASTCRK2,8.984,10,-
LMS Energy Pty Ltd,Hallam Road Renewable Energy Facility,VIC1,Generator,Market,Non-Scheduled,Renewable/ Biomass / Waste,Landfill Methane / Landfill Gas,Combustion,Spark Ignition Reciprocating Engine,1-8,1.123,N,HALAMRD1,8.984,9,0
LMS Energy Pty Ltd,Remount Power Station,TAS1,Generator,Market,Non-Scheduled,Renewable/ Biomass / Waste,Landfill Methane / Landfill Gas,Combustion,Spark Ignition Reciprocating Engine,1-2,1,N,REMOUNT,2.0,2,
LMS Energy Pty Ltd,Stapylton Renewable Energy Facility,QLD1,Generator,Market,Non-Scheduled,Renewable/ Biomass / Waste,Landfill Methane / Landfill Gas,Combustion,Spark Ignition Reciprocating Engine,1-2,1.07,N,STAPYLTON1,2.14,2,
LMS Energy Pty Ltd,Stapylton Renewable Energy Facility,QLD1,Generator,Market,Non-Scheduled,Renewable/ Biomass / Waste,Landfill Methane / Landfill Gas,Combustion,Spark Ignition Reciprocating Engine,3,0.765,N,STAPYLTON1,0.765,-,
LMS Energy Pty Ltd,Stapylton Renewable Energy Facility,QLD1,Generator,Market,Non-Scheduled,Renewable/ Biomass / Waste,Landfill Methane / Landfill Gas,Combustion,Spark Ignition Reciprocating Engine,4,0.46,N,STAPYLTON1,0.46,-,
LMS Energy Pty Ltd,Wollert Renewable Energy Facility,VIC1,Generator,Market,Non-Scheduled,Renewable/ Biomass / Waste,Landfill Methane / Landfill Gas,Combustion,Spark Ignition Reciprocating Engine,1-7,1.1,N,WOLLERT1,7.0,7,0
Mackay Sugar Limited,Racecourse Mill Power Station,QLD1,Generator,Non-Market,Non-Scheduled,Renewable/ Biomass / Waste,Bagasse,Combustion,Steam Sub-Critical,1,3.5,N,RACOMIL1,3.5,3.5,0
Mackay Sugar Limited,Racecourse Mill Power Station,QLD1,Generator,Non-Market,Non-Scheduled,Renewable/ Biomass / Waste,Bagasse,Combustion,Steam Sub-Critical,2,7,N,RACOMIL1,7.0,7,-
Mackay Sugar Limited,Racecourse Mill Power Station,QLD1,Generator,Non-Market,Non-Scheduled,Renewable/ Biomass / Waste,Bagasse,Combustion,Steam Sub-Critical,3,38,N,RACOMIL1,38.0,38,-
Manildra Prop Pty Ltd as The Trustee for the Manildra Asset Trust,Manildra solar Farm,NSW1,Generator,Market,Semi-Scheduled,Solar,Solar,Renewable,PV,1-10,2.5,Y,MANSLR1,50.0,46,46
Manildra Prop Pty Ltd as The Trustee for the Manildra Asset Trust,Manildra solar Farm,NSW1,Generator,Market,Semi-Scheduled,Solar,Solar,Renewable,PV,11-20,2.5,Y,MANSLR1,0.0,-,-
Millmerran Energy Trader Pty Ltd,Millmerran Power Plant,QLD1,Generator,Market,Scheduled,Fossil,Black Coal,Combustion,Steam Super Critical,1,426,Y,MPP_1,426.0,435,10
Millmerran Energy Trader Pty Ltd,Millmerran Power Plant,QLD1,Generator,Market,Scheduled,Fossil,Black Coal,Combustion,Steam Super Critical,2,426,Y,MPP_2,426.0,435,10
Moree Solar Farm Pty Ltd,Moree Solar Farm,NSW1,Generator,Market,Semi-Scheduled,Solar,Solar,Renewable,PV,1-56,1.019,N,MOREESF1,57.064,56,60
Mortons Lane Windfarm Pty Limited,Mortons Lane Wind Farm,VIC1,Generator,Market,Non-Scheduled,Wind,Wind,Renewable,Wind,1-13,1.5,N,MLWF1,19.5,20,0
MP Tableland Green Power Pty Ltd,"Tableland Mill, Unit 2",QLD1,Generator,Non-Market,Non-Scheduled,Renewable/ Biomass / Waste,Bagasse,Combustion,Steam Super Critical,1,17,N,TABMILL2,24.0,17,-
Mt Gellibrand Wind Farm Pty Ltd,Mt Gellibrand Wind Farm,VIC1,Generator,Market,Semi-Scheduled,Wind,Wind,Renewable,Wind, 1-14,3.136,Y,MTGELWF1,43.904,66,400/200
Mt Gellibrand Wind Farm Pty Ltd,Mt Gellibrand Wind Farm,VIC1,Generator,Market,Semi-Scheduled,Wind,Wind,Renewable,Wind, 19-26,3.136,Y,MTGELWF1,25.088,-,-
Mt Gellibrand Wind Farm Pty Ltd,Mt Gellibrand Wind Farm,VIC1,Generator,Market,Semi-Scheduled,Wind,Wind,Renewable,Wind, 15-18,3.136,Y,MTGELWF1,12.544,66,400/200
Mt Gellibrand Wind Farm Pty Ltd,Mt Gellibrand Wind Farm,VIC1,Generator,Market,Semi-Scheduled,Wind,Wind,Renewable,Wind, 27-35,3.136,Y,MTGELWF1,28.224,-,-
Mt Gellibrand Wind Farm Pty Ltd,Mt Gellibrand Wind Farm,VIC1,Generator,Market,Semi-Scheduled,Wind,Wind,Renewable,Wind, 38-40,3.136,Y,MTGELWF1,9.408,-,-
Mt Gellibrand Wind Farm Pty Ltd,Mt Gellibrand Wind Farm,VIC1,Generator,Market,Semi-Scheduled,Wind,Wind,Renewable,Wind, 42-47,3.136,Y,MTGELWF1,18.816,-,-
Mt Mercer Windfarm Pty Ltd,Hepburn Community Wind Farm,VIC1,Generator,Market,Non-Scheduled,Wind,Wind,Renewable,Wind,1 & 2,2.05,N,HEPWIND1,4.1,4,0
Mt Mercer Windfarm Pty Ltd,Mt Mercer Wind Farm,VIC1,Generator,Market,Semi-Scheduled,Wind,Wind,Renewable,Wind,1-64,2.05,N,MERCER01,131.2,131,33
Mt Millar Wind Farm Pty Ltd,Mt Millar Wind Farm,SA1,Generator,Market,Non-Scheduled,Wind,Wind,Renewable,Wind,1-35,2,N,MTMILLAR,70.0,70,
Mugga Lane Solar Park Pty Ltd,Mugga Lane Solar Park,NSW1,Generator,Market,Non-Scheduled,Solar,Solar,Renewable,PV,1,12,Y,MLSP1,12.0,12,0
New Gullen Range Wind Farm Pty Ltd,Gullen Range Solar Farm,NSW1,Generator,Market,Semi-Scheduled,Solar,Solar,Renewable,PV,1-4,2.5,Y,GULLRSF1,10.0,10,10
New Gullen Range Wind Farm Pty Ltd,Gullen Range Wind Farm,NSW1,Generator,Market,Semi-Scheduled,Wind,Wind,Renewable,Wind,1-17,1.5,N,GULLRWF1,165.5,165,34
New Gullen Range Wind Farm Pty Ltd,Gullen Range Wind Farm,NSW1,Generator,Market,Semi-Scheduled,Wind,Wind,Renewable,Wind,18-73,2.5,N,GULLRWF1,0.0,-,-
NovaPower Pty Ltd,Traralgon Network Support Station,VIC1,Generator,Market,Non-Scheduled,Fossil,Natural Gas,Combustion,Spark Ignition Reciprocating Engine,1-5,2,N,TGNSS1,10.0,10,0
Numurkah Solar Farm Pty Ltd,Numurkah Solar Farm,VIC1,Generator,Market,Semi-Scheduled,Solar,Solar,Renewable,PV,1-37,1.785,Y,NUMURSF1,74.0,100,20
Numurkah Solar Farm Pty Ltd,Numurkah Solar Farm,VIC1,Generator,Market,Semi-Scheduled,Solar,Solar,Renewable,PV,38-56,1.785,Y,NUMURSF2,38.0,100,20
Origin Energy Electricity Limited,Darling Downs Power Station,QLD1,Generator,Market,Scheduled,Fossil,Natural Gas,Combustion,CCGT,1-3,121,Y,DDPS1,0.0,-,-
Origin Energy Electricity Limited,Eraring Power Station,NSW1,Generator,Market,Scheduled,Fossil,Black Coal,Combustion,Steam Sub-Critical,1,720,Y,ER01,720.0,750,20
Origin Energy Electricity Limited,Eraring Power Station,NSW1,Generator,Market,Scheduled,Fossil,Black Coal,Combustion,Steam Sub-Critical,2,720,Y,ER02,720.0,750,20
Origin Energy Electricity Limited,Eraring Power Station,NSW1,Generator,Market,Scheduled,Fossil,Black Coal,Combustion,Steam Sub-Critical,3,720,Y,ER03,720.0,750,20
Origin Energy Electricity Limited,Eraring Power Station,NSW1,Generator,Market,Scheduled,Fossil,Black Coal,Combustion,Steam Sub-Critical,4,720,Y,ER04,720.0,750,20
Origin Energy Electricity Limited,Eraring Power Station,NSW1,Generator,Market,Non-Scheduled,Fossil,Diesel,Combustion,Open Cycle Gas turbines (OCGT),1,41.5,N,ERGT01,41.5,56,0
Origin Energy Electricity Limited,Ladbroke Grove Power Station,SA1,Generator,Market,Scheduled,Fossil,Natural Gas,Combustion,Open Cycle Gas turbines (OCGT),1,40,Y,LADBROK1,40.0,50,10
Origin Energy Electricity Limited,Ladbroke Grove Power Station,SA1,Generator,Market,Scheduled,Fossil,Natural Gas,Combustion,Open Cycle Gas turbines (OCGT),2,40,Y,LADBROK2,40.0,50,10
Origin Energy Electricity Limited,Mortlake Power Station,VIC1,Generator,Market,Scheduled,Fossil,Natural Gas,Combustion,Open Cycle Gas turbines (OCGT),1,283,Y,MORTLK11,283.0,292,13
Origin Energy Electricity Limited,Mortlake Power Station,VIC1,Generator,Market,Scheduled,Fossil,Natural Gas,Combustion,Open Cycle Gas turbines (OCGT),1,283,Y,MORTLK12,283.0,292,13
Origin Energy Electricity Limited,Mt Stuart Power Station,QLD1,Generator,Market,Scheduled,Fossil,Kerosene,Combustion,Open Cycle Gas turbines (OCGT),1,144,Y,MSTUART1,144.0,152,31
Origin Energy Electricity Limited,Mt Stuart Power Station,QLD1,Generator,Market,Scheduled,Fossil,Kerosene,Combustion,Open Cycle Gas turbines (OCGT),2,144,Y,MSTUART2,144.0,152,31
Origin Energy Electricity Limited,Mt Stuart Power Station,QLD1,Generator,Market,Scheduled,Fossil,Kerosene,Combustion,Open Cycle Gas turbines (OCGT),3,131,Y,MSTUART3,131.0,139,28
Origin Energy Electricity Limited,Roma Gas Turbine Station,QLD1,Generator,Market,Scheduled,Fossil,Natural Gas,Combustion,Open Cycle Gas turbines (OCGT),7,40,Y,ROMA_7,40.0,42,9
Origin Energy Electricity Limited,Osborne Power Station,SA1,Generator,Market,Scheduled,Fossil,Natural Gas,Combustion,CCGT,1,118,Y,OSB-AG,180.0,204,41
Origin Energy Electricity Limited,Osborne Power Station,SA1,Generator,Market,Scheduled,Fossil,Natural Gas,Combustion,CCGT,2,62,Y,OSB-AG,0.0,-,-
Origin Energy Electricity Limited,Quarantine Power Station,SA1,Generator,Market,Scheduled,Fossil,Natural Gas,Combustion,Open Cycle Gas turbines (OCGT),1,29,Y,QPS1,29.0,29.5,5
