Participant,Station Name,Region,Dispatch Type,Category,Classification,Fuel Source - Primary,Fuel Source - Descriptor,Technology Type - Primary,Technology Type - Descriptor,Physical Unit No.,Unit Size (MW),Aggregation,DUID,Reg Cap (MW),Max Cap (MW),Max ROC/Min
Origin Energy Electricity Limited,Quarantine Power Station,SA1,Generator,Market,Scheduled,Fossil,Natural Gas,Combustion,Open Cycle Gas turbines (OCGT),2,24,Y,QPS2,24.0,25,5
Origin Energy Electricity Limited,Quarantine Power Station,SA1,Generator,Market,Scheduled,Fossil,Natural Gas,Combustion,Open Cycle Gas turbines (OCGT),3,24,Y,QPS3,24.0,25,5
Origin Energy Electricity Limited,Quarantine Power Station,SA1,Generator,Market,Scheduled,Fossil,Natural Gas,Combustion,Open Cycle Gas turbines (OCGT),4,24,Y,QPS4,24.0,25,5
Origin Energy Electricity Limited,Quarantine Power Station,SA1,Generator,Market,Scheduled,Fossil,Natural Gas,Combustion,Open Cycle Gas turbines (OCGT),5,128,Y,QPS5,128.0,128,26
Origin Energy Electricity Limited,Roma Gas Turbine Station,QLD1,Generator,Market,Scheduled,Fossil,Natural Gas,Combustion,Open Cycle Gas turbines (OCGT),8,40,Y,ROMA_8,40.0,42,9
Origin Energy Electricity Limited,Shoalhaven Power Station (Bendeela And Kangaroo Valley Power Station And Pumps),NSW1,Generator,Market,Scheduled,Hydro,Water,Renewable,Hydro - Gravity,1-2,40,Y,SHGEN,240.0,240,25
Origin Energy Electricity Limited,Shoalhaven Power Station (Bendeela And Kangaroo Valley Power Station And Pumps),NSW1,Generator,Market,Scheduled,Hydro,Water,Renewable,Hydro - Gravity,3-4,80,Y,SHGEN,0.0,-,-
Origin Energy Electricity Limited,Shoalhaven Power Station (Bendeela And Kangaroo Valley Power Station And Pumps),NSW1,Load,Market,Scheduled,-,-,-,Pump/Load,1-2,40,Y,SHPUMP,240.0,240,12
Origin Energy Electricity Limited,Shoalhaven Power Station (Bendeela And Kangaroo Valley Power Station And Pumps),NSW1,Load,Market,Scheduled,-,-,-,Pump/Load,3-4,80,Y,SHPUMP,0.0,-,-
Origin Energy Electricity Limited,Whitwood Road Renewable Energy Facility,QLD1,Generator,Market,Non-Scheduled,Renewable/ Biomass / Waste,Landfill Methane / Landfill Gas,Combustion,Compression Reciprocating Engine,1,1.1,N,WHIT1,1.0,1,0
Origin Energy Electricity Limited,Uranquinty Power Station,NSW1,Generator,Market,Scheduled,Fossil,Natural Gas,Combustion,Open Cycle Gas turbines (OCGT),1,166,Y,URANQ11,166.0,166,34
Origin Energy Electricity Limited,Uranquinty Power Station,NSW1,Generator,Market,Scheduled,Fossil,Natural Gas,Combustion,Open Cycle Gas turbines (OCGT),2,166,Y,URANQ12,166.0,166,34
Origin Energy Electricity Limited,Uranquinty Power Station,NSW1,Generator,Market,Scheduled,Fossil,Natural Gas,Combustion,Open Cycle Gas turbines (OCGT),3,166,Y,URANQ13,166.0,166,34
Origin Energy Electricity Limited,Uranquinty Power Station,NSW1,Generator,Market,Scheduled,Fossil,Natural Gas,Combustion,Open Cycle Gas turbines (OCGT),4,166,Y,URANQ14,166.0,166,34
Origin Energy Uranquinty Power Pty Ltd,Bungala One Solar Farm,SA1,Generator,Market,Semi-Scheduled,Solar,Solar,Renewable,PV,54,2.5,Y,BNGSF1,135.0,110,25
Origin Energy Uranquinty Power Pty Ltd,Bungala Two Solar Farm,SA1,Generator,Market,Semi-Scheduled,Solar,Solar,Renewable,PV,54,2.5,Y,BNGSF2,135.0,110,25
Pacific Hydro Challicum Hills Pty Ltd,Challicum Hills Wind Farm,VIC1,Generator,Market,Non-Scheduled,Wind,Wind,Renewable,Wind,1-35,1.5,Y,CHALLHWF,52.5,52,0
Pacific Hydro Clements Gap Pty Ltd,Clements Gap Wind Farm,SA1,Generator,Market,Semi-Scheduled,Wind,Wind,Renewable,Wind,1-27,2,N,CLEMGPWF,57.0,57,30
Pacific Hydro Crowlands Pty Ltd ,Crowlands Wind Farm,VIC1,Generator,Market,Semi-Scheduled,Wind,Wind,Renewable,Wind,1-39,2.05,Y,CROWLWF1,79.95,79,39
Pacific Hydro Haughton Solar Farm Pty Ltd,Haughton Solar Farm Stage 1,QLD1,Generator,Market,Semi-Scheduled,Solar,Solar,Renewable,PV,1-81,1.23,Y,HAUGHT11,132.0,100,20
Pacific Hydro Investments Pty Ltd,Eildon Power Station,VIC1,Generator,Market,Non-Scheduled,Hydro,Water,Renewable,Run of River,1,4.5,N,EILDON3,4.5,5,0
Pacific Hydro Investments Pty Ltd,Glenmaggie Hydro Power Station,VIC1,Generator,Market,Non-Scheduled,Hydro,Water,Renewable,Run of River,1,3.8,N,GLENMAG1,3.8,4,0
Pacific Hydro Investments Pty Ltd,The Drop Power Station,NSW1,Generator,Market,Non-Scheduled,Hydro,Water,Renewable,Run of River,1,2.5,N,THEDROP1,2.5,3,0
Pacific Hydro Investments Pty Ltd,William Hovell Power Station,VIC1,Generator,Market,Non-Scheduled,Hydro,Water,Renewable,Run of River,1,1.5,N,WILLHOV1,1.5,2,0
Pacific Hydro Portland Wind Farm Pty Ltd,Portland Wind Farm,VIC1,Generator,Non-Market,Non-Scheduled,Wind,Wind,Renewable,Wind,74,2,N,-,148.0,148,0
Pacific Hydro Yaloak South Pty Ltd,Yaloak South Wind Farm,VIC1,Generator,Market,Non-Scheduled,Wind,Wind,Renewable,Wind,1-14,2.05,Y,YSWF1,28.7,28,172
Parkes Solar Farm Pty Ltd,Parkes Solar Farm,NSW1,Generator,Market,Semi-Scheduled,Solar,Solar,Renewable,PV,1-22,2.295,Y,PARSF1,55.0,50.5,1000
Pelican Point Power Limited,Pelican Point Power Station,SA1,Generator,Market,Scheduled,Fossil,Natural Gas,Combustion,CCGT,1-2,160,Y,PPCCGT,478.0,529,20
Pelican Point Power Limited,Pelican Point Power Station,SA1,Generator,Market,Scheduled,Fossil,Natural Gas,Combustion,CCGT,3,158,Y,PPCCGT,0.0,-,-
Progressive Green Pty Ltd,South East Water - Halllam Hydro Plant,VIC1,Generator,Market,Non-Scheduled,Hydro,Water,Renewable,Hydro - Gravity,1,0.25,N,HLMSEW01,0.25,1,
Progressive Green Pty Ltd,Wonthaggi Wind Farm,VIC1,Generator,Market,Non-Scheduled,Wind,Wind,Renewable,Wind,1-6,2,Y,WONWP,12.0,12,
Pyrenees Wind Energy Development Pty Ltd,Waubra Wind Farm,VIC1,Generator,Market,Non-Scheduled,Wind,Wind,Renewable,Wind,1-128,1.5,N,WAUBRAWF,192.0,192,
QGC Sales Qld Pty Ltd,Condamine Power Station A,QLD1,Generator,Market,Scheduled,Fossil,Natural Gas,Combustion,CCGT,1-2,43,Y,CPSA,143.0,144,29
QGC Sales Qld Pty Ltd,Condamine Power Station A,QLD1,Generator,Market,Scheduled,Fossil,Natural Gas,Combustion,CCGT,3,57,Y,CPSA,0.0,-,-
Renewable Power Australia Limited,Rocky Point Cogeneration Plant,QLD1,Generator,Market,Non-Scheduled,Renewable/ Biomass / Waste,Bagasse,Combustion,Steam Sub-Critical,1,30,N,RPCG,30.0,30,0
Ross River Operations Pty Ltd as the Trustee for the Ross River Operations Trust ,"Ross River Solar Farm, Units 1-64 ",QLD1,Generator,Market,Semi-Scheduled,Solar,Solar,Renewable,PV,1-64,2,Y,RRSF1,128.0,116,696
Royalla Solar Farm Pty Limited,Royalla Solar Farm,NSW1,Generator,Market,Non-Scheduled,Solar,Solar,Renewable,PV,1-20,1,N,ROYALLA1,20.0,20,0
RTA Yarwun Pty Ltd,Yarwun Power Station,QLD1,Generator,Market,Non-Scheduled,Fossil,Natural Gas,Combustion,CCGT,1,154,Y,YARWUN_1,154.0,180,36
SA Power Networks,Temporary Generation North,SA1,Generator,Market,Non-Scheduled,Fossil,Diesel,Combustion,Open Cycle Gas turbines (OCGT),1-5,30.8,Y,SATGN1,154.0,154,75
SA Power Networks,Temporary Generation South,SA1,Generator,Market,Non-Scheduled,Fossil,Diesel,Combustion,Open Cycle Gas turbines (OCGT),1-4,30.8,Y,SATGS1,123.2,123,60
Salt Creek Wind Farm Pty Ltd,Salt Creek Wind Farm,VIC1,Generator,Market,Semi-Scheduled,Wind,Wind,Renewable,Wind,1-15,3.6,Y,SALTCRK1,54.0,54,162
Santos NSW (Narrabri Power) Pty Ltd,Wilga Park B,NSW1,Generator,Market,Non-Scheduled,Fossil,Coal Seam Methane,Combustion,Spark Ignition Reciprocating Engine,1-2,3,N,WILGB01,6.0,6,0
Santos NSW (Narrabri Power) Pty Ltd,Wilga Park Power Station,NSW1,Generator,Market,Non-Scheduled,Fossil,Coal Seam Methane,Combustion,Spark Ignition Reciprocating Engine,1-4,1,N,WILGAPK,10.0,10,0
Santos NSW (Narrabri Power) Pty Ltd,Wilga Park Power Station,NSW1,Generator,Market,Non-Scheduled,Fossil,Coal Seam Methane,Combustion,Spark Ignition Reciprocating Engine,5 - 6,3,N,WILGAPK,0.0,-,-
Smithfield Power Generation Pty Ltd,Smithfield Energy Facility,NSW1,Generator,Market,Scheduled,Fossil,Natural Gas,Combustion,CCGT,1-3,36.3,Y,SITHE01,185.0,185,40
Smithfield Power Generation Pty Ltd,Smithfield Energy Facility,NSW1,Generator,Market,Scheduled,Fossil,Natural Gas,Combustion,CCGT,4,62,Y,SITHE04,0.0,-,-
Snowtown Wind Farm Pty Ltd,Snowtown Wind Farm Units 1 And 47,SA1,Generator,Market,Semi-Scheduled,Wind,Wind,Renewable,Wind,1-47,2.1,N,SNOWTWN1,99.0,99,20
Snowtown Wind Farm Stage 2 Pty Ltd,Snowtown South Wind Farm,SA1,Generator,Market,Semi-Scheduled,Wind,Wind,Renewable,Wind,1-42,3,N,SNOWSTH1,126.0,126,50
Snowtown Wind Farm Stage 2 Pty Ltd,Snowtown Wind Farm Stage 2 North,SA1,Generator,Market,Semi-Scheduled,Wind,Wind,Renewable,Wind,1-48,3,N,SNOWNTH1,144.0,144,50
Snowy Hydro Limited,Angaston Power Station,SA1,Generator,Market,Scheduled,Fossil,Diesel,Combustion,Compression Reciprocating Engine,1-18,1.667,Y,ANGAST1,50.0,50,14
Snowy Hydro Limited,Blowering Power Station,NSW1,Generator,Market,Scheduled,Hydro,Water,Renewable,Hydro - Gravity,1,70,Y,BLOWERNG,80.0,80,10
Snowy Hydro Limited,Colongra Power Station,NSW1,Generator,Market,Scheduled,Fossil,Natural Gas,Combustion,Open Cycle Gas turbines (OCGT),1,181,Y,CG1,181.0,181,34
Snowy Hydro Limited,Colongra Power Station,NSW1,Generator,Market,Scheduled,Fossil,Natural Gas,Combustion,Open Cycle Gas turbines (OCGT),2,181,Y,CG2,181.0,181,34
Snowy Hydro Limited,Colongra Power Station,NSW1,Generator,Market,Scheduled,Fossil,Natural Gas,Combustion,Open Cycle Gas turbines (OCGT),3,181,Y,CG3,181.0,181,34
Snowy Hydro Limited,Colongra Power Station,NSW1,Generator,Market,Scheduled,Fossil,Natural Gas,Combustion,Open Cycle Gas turbines (OCGT),4,181,Y,CG4,181.0,181,34
Snowy Hydro Limited,Guthega Power Station,NSW1,Generator,Market,Scheduled,Hydro,Water,Renewable,Hydro - Gravity,1-2,30,Y,GUTHEGA,60.0,80,20
Snowy Hydro Limited,Jindabyne Small Hydro Power Station,NSW1,Generator,Market,Non-Scheduled,Hydro,Water,Renewable,Hydro - Gravity,1,1.1,N,JNDABNE1,1.1,1,
Snowy Hydro Limited,Jounama Small Hydro Power Station,NSW1,Generator,Market,Non-Scheduled,Hydro,Water,Renewable,Hydro - Gravity,1,14,N,JOUNAMA1,14.0,14,
Snowy Hydro Limited,Laverton North Power Station,VIC1,Generator,Market,Scheduled,Fossil,Natural Gas,Combustion,Open Cycle Gas turbines (OCGT),1,156,Y,LNGS1,156.0,172,27
Snowy Hydro Limited,Laverton North Power Station,VIC1,Generator,Market,Scheduled,Fossil,Natural Gas,Combustion,Open Cycle Gas turbines (OCGT),2,156,Y,LNGS2,156.0,172,27
Snowy Hydro Limited,Lonsdale Power Station,SA1,Generator,Market,Scheduled,Fossil,Diesel,Combustion,Compression Reciprocating Engine,1-18,1.125,Y,LONSDALE,20.0,21,10
Snowy Hydro Limited,Murray Power Station,VIC1,Generator,Market,Scheduled,Hydro,Water,Renewable,Hydro - Gravity,1-10,95,Y,MURRAY,1500.0,1575,450
Snowy Hydro Limited,Murray Power Station,VIC1,Generator,Market,Scheduled,Hydro,Water,Renewable,Hydro - Gravity,11-14,138,Y,MURRAY,0.0,-,-
Snowy Hydro Limited,Pt Stanvac Power Station,SA1,Generator,Market,Scheduled,Fossil,Diesel,Combustion,Compression Reciprocating Engine,1-36,1.6,Y,PTSTAN1,57.6,65,15
Snowy Hydro Limited,Tumut 3 Power Station,NSW1,Generator,Market,Scheduled,Hydro,Water,Renewable,Hydro - Gravity,1-6,250,Y,TUMUT3,1500.0,1800,600
Snowy Hydro Limited,Tumut 3 Pumps,NSW1,Load,Market,Scheduled,,,,,4-6,200,Y,SNOWYP,600.0,600,120
Snowy Hydro Limited,Tumut Power Station,NSW1,Generator,Market,Scheduled,Hydro,Water,Renewable,Hydro - Gravity,1-4,82,Y,UPPTUMUT,616.0,665,320
Snowy Hydro Limited,Tumut Power Station,NSW1,Generator,Market,Scheduled,Hydro,Water,Renewable,Hydro - Gravity,5-8,72,Y,UPPTUMUT,0.0,-,-
Snowy Hydro Limited,Valley Power Peaking Facility,VIC1,Generator,Market,Scheduled,Fossil,Natural Gas,Combustion,Open Cycle Gas turbines (OCGT),1-6,50,Y,VPGS1,50.0,60,11
Snowy Hydro Limited,Valley Power Peaking Facility,VIC1,Generator,Market,Scheduled,Fossil,Natural Gas,Combustion,Open Cycle Gas turbines (OCGT),2-6,50,Y,VPGS2,50.0,60,11
Snowy Hydro Limited,Valley Power Peaking Facility,VIC1,Generator,Market,Scheduled,Fossil,Natural Gas,Combustion,Open Cycle Gas turbines (OCGT),3-6,50,Y,VPGS3,50.0,60,11
Snowy Hydro Limited,Valley Power Peaking Facility,VIC1,Generator,Market,Scheduled,Fossil,Natural Gas,Combustion,Open Cycle Gas turbines (OCGT),4-6,50,Y,VPGS4,50.0,60,11
Snowy Hydro Limited,Valley Power Peaking Facility,VIC1,Generator,Market,Scheduled,Fossil,Natural Gas,Combustion,Open Cycle Gas turbines (OCGT),5-6,50,Y,VPGS5,50.0,60,11
Snowy Hydro Limited,Valley Power Peaking Facility,VIC1,Generator,Market,Scheduled,Fossil,Natural Gas,Combustion,Open Cycle Gas turbines (OCGT),6-6,50,Y,VPGS6,50.0,60,11
South Australian Water Corporation,SA Water Bolivar Waste Water Treatment (WWT) Plant,SA1,Generator,Market,Non-Scheduled,Renewable/ Biomass / Waste,Sewerage / Waste Water,Renewable,Pump/Load,1-1,2.7,N,BOLIVAR1,9.9,10,0
South Australian Water Corporation,SA Water Bolivar Waste Water Treatment (WWT) Plant,SA1,Generator,Market,Non-Scheduled,Renewable/ Biomass / Waste,Sewerage / Waste Water,Renewable,Pump/Load,1-3,2.4,N,BOLIVAR1,0.0,-,-
Stanwell Corporation Limited,Invicta Sugar Mill,QLD1,Generator,Market,Non-Scheduled,Renewable/ Biomass / Waste,Bagasse,Combustion,Steam Sub-Critical,1,38.8,N,INVICTA,50.3,51,0
Stanwell Corporation Limited,Invicta Sugar Mill,QLD1,Generator,Market,Non-Scheduled,Renewable/ Biomass / Waste,Bagasse,Combustion,Steam Sub-Critical,2,9,N,INVICTA,0.0,-,-
Stanwell Corporation Limited,Invicta Sugar Mill,QLD1,Generator,Market,Non-Scheduled,Renewable/ Biomass / Waste,Bagasse,Combustion,Steam Sub-Critical,3,2.5,N,INVICTA,0.0,-,-
Stanwell Corporation Limited,Mackay Gas Turbine,QLD1,Generator,Market,Scheduled,Fossil,Diesel,Combustion,Open Cycle Gas turbines (OCGT),1,30,Y,MACKAYGT,30.0,34,16
Stanwell Corporation Limited,Stanwell Power Station,QLD1,Generator,Market,Scheduled,Fossil,Black Coal,Combustion,Steam Sub-Critical,1,365,Y,STAN-1,365.0,385,77
Stanwell Corporation Limited,Stanwell Power Station,QLD1,Generator,Market,Scheduled,Fossil,Black Coal,Combustion,Steam Sub-Critical,2,365,Y,STAN-2,365.0,385,77
Stanwell Corporation Limited,Stanwell Power Station,QLD1,Generator,Market,Scheduled,Fossil,Black Coal,Combustion,Steam Sub-Critical,3,365,Y,STAN-3,365.0,385,77
Stanwell Corporation Limited,Stanwell Power Station,QLD1,Generator,Market,Scheduled,Fossil,Black Coal,Combustion,Steam Sub-Critical,4,365,Y,STAN-4,365.0,385,77
Stanwell Corporation Limited,Tarong North Power Station,QLD1,Generator,Market,Scheduled,Fossil,Black Coal,Combustion,Steam Super Critical,1,443,Y,TNPS1,443.0,480,96
Stanwell Corporation Limited,Tarong Power Station,QLD1,Generator,Market,Scheduled,Fossil,Black Coal,Combustion,Steam Sub-Critical,1,350,Y,TARONG#1,350.0,385,77
Stanwell Corporation Limited,Tarong Power Station,QLD1,Generator,Market,Scheduled,Fossil,Black Coal,Combustion,Steam Sub-Critical,2,350,Y,TARONG#2,350.0,385,77
Stanwell Corporation Limited,Tarong Power Station,QLD1,Generator,Market,Scheduled,Fossil,Black Coal,Combustion,Steam Sub-Critical,3,350,Y,TARONG#3,350.0,385,77
Stanwell Corporation Limited,Tarong Power Station,QLD1,Generator,Market,Scheduled,Fossil,Black Coal,Combustion,Steam Sub-Critical,4,350,Y,TARONG#4,350.0,385,77
Stanwell Corporation Limited,Wivenhoe Small Hydro,QLD1,Generator,Market,Non-Scheduled,Hydro,Water,Renewable,Run of River,1,4.7,N,WIVENSH,4.7,5,
Starfish Hill Wind Farm Pty Ltd,Starfish Hill Wind Farm,SA1,Generator,Market,Non-Scheduled,Wind,Wind,Renewable,Wind,1-23,1.5,N,STARHLWF,34.5,35,
Sun Metals Corporation Pty Ltd,Sun Metals Solar Farm,QLD1,Generator,Market ,Semi-Scheduled,Solar,Solar,Renewable,PV,1-72,1.64,Y,SMCSF1,118.0,101,1492
Sun Metals Corporation Pty Ltd,Sun Metals Solar Farm,QLD1,Generator,Market ,Semi-Scheduled,Solar,Solar,Renewable,PV,73-76,1.5,Y,SMCSF1,6.0,6,1492
Susan River Solar Pty Ltd as Trustee for Susan River Solar Trust,Susan River Solar Farm,QLD1,Generator,Market ,Semi-Scheduled,Solar,Solar,Renewable,PV,1-49,1.74,N,SRSF1,85.26,75,255
Synergen Power Pty Limited,Dry Creek Gas Turbine Station,SA1,Generator,Market,Scheduled,Fossil,Natural Gas,Combustion,Open Cycle Gas turbines (OCGT),1,52,Y,DRYCGT1,52.0,57,12
Synergen Power Pty Limited,Dry Creek Gas Turbine Station,SA1,Generator,Market,Scheduled,Fossil,Natural Gas,Combustion,Open Cycle Gas turbines (OCGT),2,52,Y,DRYCGT2,52.0,57,12
Synergen Power Pty Limited,Dry Creek Gas Turbine Station,SA1,Generator,Market,Scheduled,Fossil,Natural Gas,Combustion,Open Cycle Gas turbines (OCGT),3,52,Y,DRYCGT3,52.0,57,12
Synergen Power Pty Limited,Mintaro Gas Turbine Station,SA1,Generator,Market,Scheduled,Fossil,Natural Gas,Combustion,Open Cycle Gas turbines (OCGT),1,90,Y,MINTARO,90.0,105,5
Synergen Power Pty Limited,Port Lincoln Gas Turbine,SA1,Generator,Market,Scheduled,Fossil,Diesel,Combustion,Open Cycle Gas turbines (OCGT),1-2,25,Y,POR01,50.0,55,6
Synergen Power Pty Limited,Port Lincoln Gas Turbine,SA1,Generator,Market,Scheduled,Fossil,Diesel,Combustion,Open Cycle Gas turbines (OCGT),PL3,23.5,Y,POR03,23.5,23,5
Synergen Power Pty Limited,Snuggery Power Station,SA1,Generator,Market,Scheduled,Fossil,Diesel,Combustion,Open Cycle Gas turbines (OCGT),1-3,21,Y,SNUG1,63.0,69,3
Taralga Wind Farm Nominees No 2 Pty Ltd (ATF Taralga Wind Farm Operating Trust),Taralga Wind Farm,NSW1,Generator,Market,Semi-Scheduled,Wind,Wind,Renewable,Wind,1-21,1.8,N,TARALGA1,106.8,106,180
Taralga Wind Farm Nominees No 2 Pty Ltd (ATF Taralga Wind Farm Operating Trust),Taralga Wind Farm,NSW1,Generator,Market,Semi-Scheduled,Wind,Wind,Renewable,Wind,22-42,2,N,TARALGA1,0.0,-,-
Taralga Wind Farm Nominees No 2 Pty Ltd (ATF Taralga Wind Farm Operating Trust),Taralga Wind Farm,NSW1,Generator,Market,Semi-Scheduled,Wind,Wind,Renewable,Wind,43-51,3,N,TARALGA1,0.0,-,-
Telstra Energy (Generation) Pty Ltd,Emerald Solar Park,QLD1,Generator,Market,Semi-Scheduled,Solar,Solar,Renewable,PV,1-32,2.75,N,EMERASF1,88.0,72,165
Telstra Energy (Generation) Pty Ltd,Murra Warra Wind Farm,VIC1,Generator,Market,Semi-Scheduled,Wind,Wind,Renewable,Wind,1-61,3.7,Y,MUWAWF1,231.8,225.7,45
The Trustee For The SWF1 Operations Trust,Sapphire Wind Farm,NSW1,Generator,Market,Semi-Scheduled,Wind,Wind,Renewable,Wind,1-75,3.6,Y,SAPHWF1,270.0,270,225
Toora Wind Farm Pty Ltd,Toora Wind Farm,VIC1,Generator,Market,Non-Scheduled,Wind,Wind,Renewable,Wind,1-12,1.75,Y,TOORAWF,21.0,21,
Vena Energy Services (Australia) Pty Ltd,"Tailem Bend Solar Project 1, Units 1-54",SA1,Generator,Market,Semi-Scheduled,Solar,Solar,Renewable,PV,1-54,1.795,Y,TBSF1,108.0,95,19
Veolia Environmental Services (Australia) Pty Ltd,Veolia Ti Tree Bio Reactor,QLD1,Generator,Market,Non-Scheduled,Renewable/ Biomass / Waste,Landfill Methane / Landfill Gas,Combustion,Compression Reciprocating Engine,1-2,1,N,TITREE,2.0,2,
Waterloo Wind Farm Pty Ltd,Waterloo Wind Farm,SA1,Generator,Market,Semi-Scheduled,Wind,Wind,Renewable,Wind,1-37,3,N,WATERLWF,130.8,130,27
Waterloo Wind Farm Pty Ltd,Waterloo Wind Farm,SA1,Generator,Market,Semi-Scheduled,Wind,Wind,Renewable,Wind,38-43,3.3,N,WATERLWF,0.0,-,-
Wemen Asset Co Pty Ltd ATF Wemen Solar Unit Trust ,"Wemen Solar Farm, Units 1-39 ",VIC1,Generator,Market,Semi-Scheduled,Solar,Solar,Renewable,PV,1-39,2.256,Y,WEMENSF1,97.5,88,90
White Rock Wind Farm Pty Ltd,White Rock Solar Farm,NSW1,Generator,Market,Non-Scheduled,Solar,Solar,Renewable,PV,1-8,2.75,Y,WRSF1,22.0,20,50
White Rock Wind Farm Pty Ltd,White Rock Wind Farm,NSW1,Generator,Market,Semi-Scheduled,Wind,Wind,Renewable,Wind,1-70,2.5,Y,WRWF1,175.0,172,50
Whitsunday Solar Farm Pty Ltd,Whitsunday Solar Farm,QLD1,Generator,Market,Semi-Scheduled,Solar,Solar,Renewable,PV,1-23,2.5,Y,WHITSF1,57.5,56,20
Wild Cattle Hill Pty Ltd,Cattle Hill Wind Farm,TAS1,Generator,Market,Semi-Scheduled,Wind,Wind,Renewable,Wind,1-48,3,Y,CTHLWF1,148.0,144,6
Willogoleche Power Pty Ltd as Trustee for the Willogoleche Operating Trust ,Willogoleche Wind Farm,SA1,Generator,Market,Semi-Scheduled,Wind,Wind,Renewable,Wind,1-24,3.83,Y,WGWF1,91.92,119,50
Willogoleche Power Pty Ltd as Trustee for the Willogoleche Operating Trust ,Willogoleche Wind Farm,SA1,Generator,Market,Semi-Scheduled,Wind,Wind,Renewable,Wind,25-32,3.43,Y,WGWF1,27.44,119,50
Wilmar Sugar Pty Ltd,Victoria Mill,QLD1,Generator,Non-Market,Non-Scheduled,Renewable/ Biomass / Waste,Bagasse,Combustion,Steam Super Critical,3,5,N,-,24.0,24,0
Wilmar Sugar Pty Ltd,Victoria Mill,QLD1,Generator,Non-Market,Non-Scheduled,Renewable/ Biomass / Waste,Bagasse,Combustion,Steam Super Critical,4,19,N,-,0.0,-,-
Windy Hill Wind Farm Pty Ltd,Windy Hill Wind Farm,QLD1,Generator,Market,Non-Scheduled,Wind,Wind,Renewable,Wind,1-20,0.6,Y,WHILL1,12.0,12,
Woodlawn Wind Pty Ltd,Woodlawn Wind Farm,NSW1,Generator,Market,Semi-Scheduled,Wind,Wind,Renewable,Wind,,2.1,N,WOODLWN1,48.3,48,13
Yarranlea Solar Pty Ltd ,Yarranlea Solar Farm,QLD1,Generator,Market,Semi-Scheduled,Solar,Solar,Renewable,PV,1-44,2.34,Y,YARANSF1,121.0,103,20
