Participant,Station Name,Region,DUID,Bid Type,Max Cap (MW),Min Enablement Level,Max Enablement Level,Max Lower Angle,Max Upper Angle
EnergyAustralia Yallourn Pty Ltd,Yallourn 'W' Power Station,VIC1,YWPS2,Raisereg,15.0,250.0,365.0,90.0,45.0
EnergyAustralia Yallourn Pty Ltd,Yallourn 'W' Power Station,VIC1,YWPS3,Lower5min,20.0,250.0,390.0,45.0,90.0
EnergyAustralia Yallourn Pty Ltd,Yallourn 'W' Power Station,VIC1,YWPS3,Lower60sec,20.0,220.0,400.0,45.0,90.0
EnergyAustralia Yallourn Pty Ltd,Yallourn 'W' Power Station,VIC1,YWPS3,Lower6sec,25.0,220.0,405.0,45.0,90.0
EnergyAustralia Yallourn Pty Ltd,Yallourn 'W' Power Station,VIC1,YWPS3,Lowerreg,20.0,250.0,385.0,45.0,90.0
EnergyAustralia Yallourn Pty Ltd,Yallourn 'W' Power Station,VIC1,YWPS3,Raise5min,20.0,250.0,390.0,90.0,45.0
EnergyAustralia Yallourn Pty Ltd,Yallourn 'W' Power Station,VIC1,YWPS3,Raise60sec,20.0,220.0,400.0,90.0,45.0
EnergyAustralia Yallourn Pty Ltd,Yallourn 'W' Power Station,VIC1,YWPS3,Raise6sec,25.0,220.0,405.0,90.0,45.0
EnergyAustralia Yallourn Pty Ltd,Yallourn 'W' Power Station,VIC1,YWPS3,Raisereg,20.0,250.0,385.0,90.0,45.0
EnergyAustralia Yallourn Pty Ltd,Yallourn 'W' Power Station,VIC1,YWPS4,Lower5min,20.0,250.0,390.0,45.0,90.0
EnergyAustralia Yallourn Pty Ltd,Yallourn 'W' Power Station,VIC1,YWPS4,Lower60sec,20.0,220.0,400.0,45.0,90.0
EnergyAustralia Yallourn Pty Ltd,Yallourn 'W' Power Station,VIC1,YWPS4,Lower6sec,25.0,220.0,405.0,45.0,90.0
EnergyAustralia Yallourn Pty Ltd,Yallourn 'W' Power Station,VIC1,YWPS4,Lowerreg,20.0,250.0,385.0,45.0,90.0
EnergyAustralia Yallourn Pty Ltd,Yallourn 'W' Power Station,VIC1,YWPS4,Raise5min,20.0,250.0,390.0,90.0,45.0
EnergyAustralia Yallourn Pty Ltd,Yallourn 'W' Power Station,VIC1,YWPS4,Raise60sec,20.0,220.0,400.0,90.0,45.0
EnergyAustralia Yallourn Pty Ltd,Yallourn 'W' Power Station,VIC1,YWPS4,Raise6sec,25.0,220.0,405.0,90.0,45.0
EnergyAustralia Yallourn Pty Ltd,Yallourn 'W' Power Station,VIC1,YWPS4,Raisereg,20.0,250.0,385.0,90.0,45.0
Energy Locals Pty Ltd,Energy Locals SA VPP,SA1,ASSEL1,Lower60sec,0.0,0.0,0.0,90.0,90.0
Energy Locals Pty Ltd,Energy Locals SA VPP,SA1,ASSEL1,Raise60sec,0.0,0.0,0.0,90.0,90.0
Energy Locals Pty Ltd,Energy Locals SA VPP,SA1,ASSEL1,Lower5min,0.0,0.0,0.0,90.0,90.0
Energy Locals Pty Ltd,Energy Locals SA VPP,SA1,ASSEL1,Rasie5min,0.0,0.0,0.0,90.0,90.0
Energy Locals Pty Ltd,VPP Energy Locals SA 1,SA1,VSSEL1V1,Lower6sec,2.0,0.0,0.0,90.0,90.0
Energy Locals Pty Ltd,VPP Energy Locals SA 1,SA1,VSSEL1V1,Raise6sec,2.0,0.0,0.0,90.0,90.0
Energy Locals Pty Ltd,VPP Energy Locals SA 1,SA1,VSSEL1V1,Lower60sec,2.0,0.0,0.0,90.0,90.0
Energy Locals Pty Ltd,VPP Energy Locals SA 1,SA1,VSSEL1V1,Raise60sec,2.0,0.0,0.0,90.0,90.0
Energy Locals Pty Ltd,VPP Energy Locals SA 1,SA1,VSSEL1V1,Lower5min,2.0,0.0,0.0,90.0,90.0
Energy Locals Pty Ltd,VPP Energy Locals SA 1,SA1,VSSEL1V1,Rasie5min,2.0,0.0,0.0,90.0,90.0
Enel X Australia Pty Ltd ,ENOC MASP QLD,QLD1,ASQENC1,Raise5min,18.0,0.0,0.0,90.0,90.0
Enel X Australia Pty Ltd ,ENOC MASP QLD,QLD1,ASQENC1,Raise60sec,37.0,0.0,0.0,90.0,90.0
Enel X Australia Pty Ltd ,ENOC MASP QLD,QLD1,ASQENC1,Raise6sec,25.0,0.0,0.0,90.0,90.0
Enel X Australia Pty Ltd ,ENOC MASP NSW,NSW1,ASNENC1,Raise5min,122.0,0.0,0.0,90.0,90.0
Enel X Australia Pty Ltd ,ENOC MASP NSW,NSW1,ASNENC1,Raise60sec,177.0,0.0,0.0,90.0,90.0
Enel X Australia Pty Ltd ,ENOC MASP NSW,NSW1,ASNENC1,Raise6sec,88.0,0.0,0.0,90.0,90.0
Enel X Australia Pty Ltd ,ENOC MASP VIC,VIC1,VENUS1,Raise5min,39.0,0.0,0.0,90.0,90.0
Enel X Australia Pty Ltd ,ENOC MASP VIC,VIC1,VENUS1,Raise60sec,60.0,0.0,0.0,90.0,90.0
Enel X Australia Pty Ltd ,ENOC MASP VIC,VIC1,VENUS1,Raise6sec,42.0,0.0,0.0,90.0,90.0
Enel X Australia Pty Ltd ,ENOC MASP SA,SA1,ASSENC1,Raise5min,6.0,0.0,0.0,90.0,90.0
Enel X Australia Pty Ltd ,ENOC MASP SA,SA1,ASSENC1,Raise60sec,10.0,0.0,0.0,90.0,90.0
Enel X Australia Pty Ltd ,ENOC MASP SA,SA1,ASSENC1,Raise6sec,7.0,0.0,0.0,90.0,90.0
ERM Power Retail Pty Ltd ,Oakey Power Station,QLD1,OAKEY1,Raise5min,25.0,40.0,173.0,90.0,45.0
ERM Power Retail Pty Ltd ,Oakey Power Station,QLD1,OAKEY1,Raise60sec,25.0,40.0,173.0,90.0,45.0
ERM Power Retail Pty Ltd ,Oakey Power Station,QLD1,OAKEY1,Raisereg,50.0,40.0,173.0,90.0,45.0
ERM Power Retail Pty Ltd ,Oakey Power Station,QLD1,OAKEY1,Lowerreg,50.0,40.0,173.0,45.0,90.0
ERM Power Retail Pty Ltd ,Oakey Power Station,QLD1,OAKEY1,Lower60sec,25.0,40.0,173.0,45.0,90.0
ERM Power Retail Pty Ltd ,Oakey Power Station,QLD1,OAKEY1,Lower5min,25.0,40.0,173.0,45.0,90.0
ERM Power Retail Pty Ltd ,Oakey Power Station,QLD1,OAKEY2,Raise5min,25.0,40.0,173.0,90.0,45.0
ERM Power Retail Pty Ltd ,Oakey Power Station,QLD1,OAKEY2,Raise60sec,25.0,40.0,173.0,90.0,45.0
ERM Power Retail Pty Ltd ,Oakey Power Station,QLD1,OAKEY2,Raisereg,50.0,40.0,173.0,90.0,45.0
ERM Power Retail Pty Ltd ,Oakey Power Station,QLD1,OAKEY2,Lowerreg,50.0,40.0,173.0,45.0,90.0
ERM Power Retail Pty Ltd ,Oakey Power Station,QLD1,OAKEY2,Lower60sec,25.0,40.0,173.0,45.0,90.0
ERM Power Retail Pty Ltd ,Oakey Power Station,QLD1,OAKEY2,Lower5min,25.0,40.0,173.0,45.0,90.0
Greentricity Pty Ltd,Dalrymple North Battery Energy Storage System,SA1,DALNTH01,Raise5min,30.0,0.0,30.0,90.0,45.0
Greentricity Pty Ltd,Dalrymple North Battery Energy Storage System,SA1,DALNTH01,Raise60sec,30.0,0.0,30.0,90.0,45.0
Greentricity Pty Ltd,Dalrymple North Battery Energy Storage System,SA1,DALNTH01,Raise6sec,30.0,0.0,30.0,90.0,45.0
Greentricity Pty Ltd,Dalrymple North Battery Energy Storage System,SA1,DALNTHL1,Lower5min,30.0,0.0,30.0,90.0,45.0
Greentricity Pty Ltd,Dalrymple North Battery Energy Storage System,SA1,DALNTHL1,Lower60sec,30.0,0.0,30.0,90.0,45.0
Greentricity Pty Ltd,Dalrymple North Battery Energy Storage System,SA1,DALNTHL1,Lower6sec,30.0,0.0,30.0,90.0,45.0
Hornsdale Power Reserve Pty Ltd,Hornsdale Power Reserve,SA1,HPRG1,Raisereg,100.0,0.0,100.0,90.0,45.0
Hornsdale Power Reserve Pty Ltd,Hornsdale Power Reserve,SA1,HPRG1,Raise5min,41.0,0.0,100.0,90.0,45.0
Hornsdale Power Reserve Pty Ltd,Hornsdale Power Reserve,SA1,HPRG1,Raise60sec,19.0,0.0,100.0,90.0,25.0
Hornsdale Power Reserve Pty Ltd,Hornsdale Power Reserve,SA1,HPRG1,Raise6sec,63.0,0.0,100.0,90.0,57.0
Hornsdale Power Reserve Pty Ltd,Hornsdale Power Reserve,SA1,HPRG1,Lowerreg,100.0,0.0,100.0,45.0,90.0
Hornsdale Power Reserve Pty Ltd,Hornsdale Power Reserve,SA1,HPRL1,Lowerreg,80.0,0.0,80.0,90.0,45.0
Hornsdale Power Reserve Pty Ltd,Hornsdale Power Reserve,SA1,HPRL1,Raisereg,80.0,0.0,80.0,45.0,90.0
Hornsdale Power Reserve Pty Ltd,Hornsdale Power Reserve,SA1,HPRL1,Lower5min,41.0,0.0,80.0,90.0,45.0
Hornsdale Power Reserve Pty Ltd,Hornsdale Power Reserve,SA1,HPRL1,Lower60sec,19.0,0.0,80.0,90.0,25.0
Hornsdale Power Reserve Pty Ltd,Hornsdale Power Reserve,SA1,HPRL1,Lower6sec,63.0,0.0,80.0,90.0,57.0
HWF1 Pty Ltd,Hornsdale Wind Farm 1,SA1,HDWF1,Lowerreg,20.0,15.0,102.0,45.0,63.0
HWF1 Pty Ltd,Hornsdale Wind Farm 1,SA1,HDWF1,Raisereg,20.0,15.0,102.0,90.0,34.0
HWF 2 Pty Ltd,Hornsdale Wind Farm 2,SA1,HDWF2,Lower5min,20.0,20.0,102.0,45.0,68.0
HWF 2 Pty Ltd,Hornsdale Wind Farm 2,SA1,HDWF2,Lower60sec,20.0,20.0,102.0,45.0,65.0
HWF 2 Pty Ltd,Hornsdale Wind Farm 2,SA1,HDWF2,Lowerreg,20.0,15.0,102.0,45.0,63.0
HWF 2 Pty Ltd,Hornsdale Wind Farm 2,SA1,HDWF2,Raise5min,20.0,20.0,102.0,90.0,14.0
HWF 2 Pty Ltd,Hornsdale Wind Farm 2,SA1,HDWF2,Raise60sec,20.0,20.0,102.0,90.0,21.0
HWF 2 Pty Ltd,Hornsdale Wind Farm 2,SA1,HDWF2,Raisereg,20.0,15.0,102.0,90.0,34.0
HWF3 Pty Ltd,Hornsdale Wind Farm 3,SA1,HDWF3,Lowerreg,20.0,15.0,109.0,45.0,62.0
HWF3 Pty Ltd,Hornsdale Wind Farm 3,SA1,HDWF3,Raisereg,20.0,15.0,109.0,90.0,33.0
Hydro-Electric Corporation,Bastyan Power Station,TAS1,BASTYAN,Lower5min,88.0,0.0,88.0,45.0,90.0
Hydro-Electric Corporation,Bastyan Power Station,TAS1,BASTYAN,Lower60sec,47.0,0.0,89.0,49.0,71.0
Hydro-Electric Corporation,Bastyan Power Station,TAS1,BASTYAN,Lower6sec,6.0,0.0,87.0,31.0,14.0
Hydro-Electric Corporation,Bastyan Power Station,TAS1,BASTYAN,Lowerreg,88.0,0.0,88.0,45.0,90.0
Hydro-Electric Corporation,Bastyan Power Station,TAS1,BASTYAN,Raise5min,88.0,0.0,88.0,90.0,45.0
Hydro-Electric Corporation,Bastyan Power Station,TAS1,BASTYAN,Raise60sec,46.0,0.0,83.0,82.0,55.0
Hydro-Electric Corporation,Bastyan Power Station,TAS1,BASTYAN,Raise6sec,6.0,0.0,83.0,48.0,12.0
Hydro-Electric Corporation,Bastyan Power Station,TAS1,BASTYAN,Raisereg,88.0,0.0,88.0,90.0,45.0
Hydro-Electric Corporation,Catagunya / Liapootah / Wayatinah Power Station,TAS1,LI_WY_CA,Lower5min,183.0,0.0,183.0,45.0,90.0
Hydro-Electric Corporation,Catagunya / Liapootah / Wayatinah Power Station,TAS1,LI_WY_CA,Lower60sec,145.0,0.0,174.0,63.0,90.0
Hydro-Electric Corporation,Catagunya / Liapootah / Wayatinah Power Station,TAS1,LI_WY_CA,Lower6sec,30.0,0.0,167.0,69.0,35.0
Hydro-Electric Corporation,Catagunya / Liapootah / Wayatinah Power Station,TAS1,LI_WY_CA,Lowerreg,183.0,0.0,183.0,45.0,90.0
Hydro-Electric Corporation,Catagunya / Liapootah / Wayatinah Power Station,TAS1,LI_WY_CA,Raise5min,183.0,0.0,183.0,90.0,45.0
Hydro-Electric Corporation,Catagunya / Liapootah / Wayatinah Power Station,TAS1,LI_WY_CA,Raise60sec,142.0,0.0,159.0,90.0,61.0
Hydro-Electric Corporation,Catagunya / Liapootah / Wayatinah Power Station,TAS1,LI_WY_CA,Raise6sec,25.0,0.0,155.0,83.0,23.0
Hydro-Electric Corporation,Catagunya / Liapootah / Wayatinah Power Station,TAS1,LI_WY_CA,Raisereg,183.0,0.0,183.0,90.0,45.0
Hydro-Electric Corporation,Cethana Power Station,TAS1,CETHANA,Lower5min,100.0,0.0,100.0,45.0,90.0
Hydro-Electric Corporation,Cethana Power Station,TAS1,CETHANA,Lower60sec,118.0,0.0,100.0,65.0,90.0
Hydro-Electric Corporation,Cethana Power Station,TAS1,CETHANA,Lower6sec,20.0,0.0,100.0,69.0,34.0
Hydro-Electric Corporation,Cethana Power Station,TAS1,CETHANA,Lowerreg,100.0,0.0,100.0,45.0,90.0
Hydro-Electric Corporation,Cethana Power Station,TAS1,CETHANA,Raise5min,100.0,0.0,100.0,90.0,45.0
Hydro-Electric Corporation,Cethana Power Station,TAS1,CETHANA,Raise60sec,121.0,0.0,100.0,90.0,61.0
Hydro-Electric Corporation,Cethana Power Station,TAS1,CETHANA,Raise6sec,17.0,0.0,100.0,90.0,22.0
Hydro-Electric Corporation,Cethana Power Station,TAS1,CETHANA,Raisereg,100.0,0.0,100.0,90.0,45.0
Hydro-Electric Corporation,Devils Gate Power Station,TAS1,DEVILS_G,Lower5min,67.0,0.0,67.0,45.0,90.0
Hydro-Electric Corporation,Devils Gate Power Station,TAS1,DEVILS_G,Lower60sec,85.0,0.0,65.0,61.0,87.0
Hydro-Electric Corporation,Devils Gate Power Station,TAS1,DEVILS_G,Lower6sec,11.0,0.0,63.0,69.0,38.0
Hydro-Electric Corporation,Devils Gate Power Station,TAS1,DEVILS_G,Lowerreg,67.0,0.0,67.0,45.0,90.0
Hydro-Electric Corporation,Devils Gate Power Station,TAS1,DEVILS_G,Raise5min,67.0,0.0,67.0,90.0,45.0
Hydro-Electric Corporation,Devils Gate Power Station,TAS1,DEVILS_G,Raise60sec,81.0,0.0,65.0,90.0,57.0
Hydro-Electric Corporation,Devils Gate Power Station,TAS1,DEVILS_G,Raise6sec,10.0,0.0,60.0,87.0,15.0
Hydro-Electric Corporation,Devils Gate Power Station,TAS1,DEVILS_G,Raisereg,67.0,0.0,67.0,90.0,45.0
Hydro-Electric Corporation,Fisher Power Station,TAS1,FISHER,Lower5min,46.0,0.0,46.0,45.0,90.0
Hydro-Electric Corporation,Fisher Power Station,TAS1,FISHER,Lower60sec,20.0,0.0,46.0,59.0,90.0
Hydro-Electric Corporation,Fisher Power Station,TAS1,FISHER,Lower6sec,27.0,6.0,46.0,34.0,90.0
Hydro-Electric Corporation,Fisher Power Station,TAS1,FISHER,Lowerreg,46.0,0.0,46.0,45.0,90.0
Hydro-Electric Corporation,Fisher Power Station,TAS1,FISHER,Raise5min,46.0,0.0,46.0,90.0,45.0
Hydro-Electric Corporation,Fisher Power Station,TAS1,FISHER,Raise60sec,21.0,0.0,46.0,90.0,67.0
Hydro-Electric Corporation,Fisher Power Station,TAS1,FISHER,Raise6sec,3.0,0.0,46.0,90.0,90.0
Hydro-Electric Corporation,Fisher Power Station,TAS1,FISHER,Raisereg,46.0,0.0,46.0,90.0,45.0
Hydro-Electric Corporation,Gordon Power Station,TAS1,GORDON,Lower5min,450.0,0.0,450.0,45.0,90.0
Hydro-Electric Corporation,Gordon Power Station,TAS1,GORDON,Lower60sec,614.0,0.0,467.0,64.0,90.0
Hydro-Electric Corporation,Gordon Power Station,TAS1,GORDON,Lower6sec,171.0,0.0,538.0,61.0,90.0
Hydro-Electric Corporation,Gordon Power Station,TAS1,GORDON,Lowerreg,450.0,0.0,450.0,45.0,90.0
Hydro-Electric Corporation,Gordon Power Station,TAS1,GORDON,Raise5min,450.0,0.0,450.0,90.0,45.0
Hydro-Electric Corporation,Gordon Power Station,TAS1,GORDON,Raise60sec,600.0,0.0,465.0,90.0,61.0
Hydro-Electric Corporation,Gordon Power Station,TAS1,GORDON,Raise6sec,144.0,0.0,471.0,90.0,43.0
Hydro-Electric Corporation,Gordon Power Station,TAS1,GORDON,Raisereg,450.0,0.0,450.0,90.0,45.0
Hydro-Electric Corporation,John Butters Power Station,TAS1,JBUTTERS,Lower5min,144.0,0.0,144.0,45.0,90.0
Hydro-Electric Corporation,John Butters Power Station,TAS1,JBUTTERS,Lower60sec,158.0,0.0,144.0,64.0,90.0
Hydro-Electric Corporation,John Butters Power Station,TAS1,JBUTTERS,Lower6sec,35.0,0.0,144.0,62.0,45.0
Hydro-Electric Corporation,John Butters Power Station,TAS1,JBUTTERS,Lowerreg,144.0,0.0,144.0,45.0,90.0
Hydro-Electric Corporation,John Butters Power Station,TAS1,JBUTTERS,Raise5min,144.0,0.0,144.0,90.0,45.0
Hydro-Electric Corporation,John Butters Power Station,TAS1,JBUTTERS,Raise60sec,158.0,0.0,144.0,90.0,61.0
Hydro-Electric Corporation,John Butters Power Station,TAS1,JBUTTERS,Raise6sec,39.0,0.0,144.0,81.0,27.0
Hydro-Electric Corporation,John Butters Power Station,TAS1,JBUTTERS,Raisereg,144.0,0.0,144.0,90.0,45.0
Hydro-Electric Corporation,Lemonthyme / Wilmot Power Station,TAS1,LEM_WIL,Lower5min,72.0,0.0,86.0,45.0,90.0
Hydro-Electric Corporation,Lemonthyme / Wilmot Power Station,TAS1,LEM_WIL,Lower60sec,28.0,0.0,87.0,63.0,83.0
Hydro-Electric Corporation,Lemonthyme / Wilmot Power Station,TAS1,LEM_WIL,Lower6sec,24.0,7.0,86.0,23.0,90.0
Hydro-Electric Corporation,Lemonthyme / Wilmot Power Station,TAS1,LEM_WIL,Lowerreg,82.0,0.0,86.0,45.0,90.0
Hydro-Electric Corporation,Lemonthyme / Wilmot Power Station,TAS1,LEM_WIL,Raise5min,72.0,0.0,86.0,90.0,45.0
Hydro-Electric Corporation,Lemonthyme / Wilmot Power Station,TAS1,LEM_WIL,Raise60sec,11.0,0.0,87.0,90.0,53.0
Hydro-Electric Corporation,Lemonthyme / Wilmot Power Station,TAS1,LEM_WIL,Raise6sec,2.0,0.0,86.0,23.0,6.0
Hydro-Electric Corporation,Lemonthyme / Wilmot Power Station,TAS1,LEM_WIL,Raisereg,82.0,0.0,86.0,90.0,45.0
Hydro-Electric Corporation,Mackintosh Power Station,TAS1,MACKNTSH,Lower5min,89.0,0.0,89.0,45.0,90.0
Hydro-Electric Corporation,Mackintosh Power Station,TAS1,MACKNTSH,Lower60sec,50.0,0.0,90.0,50.0,81.0
Hydro-Electric Corporation,Mackintosh Power Station,TAS1,MACKNTSH,Lower6sec,5.0,0.0,90.0,30.0,12.0
Hydro-Electric Corporation,Mackintosh Power Station,TAS1,MACKNTSH,Lowerreg,89.0,0.0,89.0,45.0,90.0
Hydro-Electric Corporation,Mackintosh Power Station,TAS1,MACKNTSH,Raise5min,89.0,0.0,89.0,90.0,45.0
Hydro-Electric Corporation,Mackintosh Power Station,TAS1,MACKNTSH,Raise60sec,50.0,0.0,89.0,77.0,54.0
Hydro-Electric Corporation,Mackintosh Power Station,TAS1,MACKNTSH,Raise6sec,5.0,0.0,88.0,46.0,10.0
Hydro-Electric Corporation,Mackintosh Power Station,TAS1,MACKNTSH,Raisereg,89.0,0.0,89.0,90.0,45.0
Hydro-Electric Corporation,Meadowbank Power Station,TAS1,MEADOWBK,Lower5min,40.0,0.0,42.0,45.0,90.0
Hydro-Electric Corporation,Meadowbank Power Station,TAS1,MEADOWBK,Lower60sec,41.0,0.0,42.0,64.0,89.0
Hydro-Electric Corporation,Meadowbank Power Station,TAS1,MEADOWBK,Lower6sec,5.0,0.0,42.0,69.0,84.0
Hydro-Electric Corporation,Meadowbank Power Station,TAS1,MEADOWBK,Lowerreg,40.0,0.0,42.0,45.0,90.0
Hydro-Electric Corporation,Meadowbank Power Station,TAS1,MEADOWBK,Raise5min,40.0,0.0,42.0,90.0,45.0
Hydro-Electric Corporation,Meadowbank Power Station,TAS1,MEADOWBK,Raise60sec,39.0,0.0,42.0,90.0,61.0
Hydro-Electric Corporation,Meadowbank Power Station,TAS1,MEADOWBK,Raise6sec,13.0,0.0,44.0,90.0,32.0
Hydro-Electric Corporation,Meadowbank Power Station,TAS1,MEADOWBK,Raisereg,40.0,0.0,42.0,90.0,45.0
Hydro-Electric Corporation,Poatina Power Station,TAS1,POAT110,Lower5min,80.0,0.0,124.0,45.0,90.0
Hydro-Electric Corporation,Poatina Power Station,TAS1,POAT110,Lower60sec,130.0,0.0,124.0,64.0,90.0
Hydro-Electric Corporation,Poatina Power Station,TAS1,POAT110,Lower6sec,63.0,0.0,124.0,57.0,90.0
Hydro-Electric Corporation,Poatina Power Station,TAS1,POAT110,Lowerreg,100.0,0.0,124.0,45.0,90.0
Hydro-Electric Corporation,Poatina Power Station,TAS1,POAT110,Raise5min,80.0,0.0,124.0,90.0,45.0
Hydro-Electric Corporation,Poatina Power Station,TAS1,POAT110,Raise60sec,35.0,0.0,124.0,90.0,64.0
Hydro-Electric Corporation,Poatina Power Station,TAS1,POAT110,Raise6sec,10.0,0.0,124.0,90.0,90.0
Hydro-Electric Corporation,Poatina Power Station,TAS1,POAT110,Raisereg,100.0,0.0,124.0,90.0,45.0
Hydro-Electric Corporation,Poatina Power Station,TAS1,POAT220,Lower5min,160.0,0.0,248.0,45.0,90.0
Hydro-Electric Corporation,Poatina Power Station,TAS1,POAT220,Lower60sec,288.0,0.0,248.0,64.0,90.0
Hydro-Electric Corporation,Poatina Power Station,TAS1,POAT220,Lower6sec,124.0,0.0,248.0,57.0,90.0
Hydro-Electric Corporation,Poatina Power Station,TAS1,POAT220,Lowerreg,200.0,0.0,248.0,45.0,90.0
Hydro-Electric Corporation,Poatina Power Station,TAS1,POAT220,Raise5min,160.0,0.0,248.0,90.0,45.0
Hydro-Electric Corporation,Poatina Power Station,TAS1,POAT220,Raise60sec,95.0,0.0,248.0,90.0,56.0
Hydro-Electric Corporation,Poatina Power Station,TAS1,POAT220,Raise6sec,4.0,0.0,158.0,90.0,16.0
Hydro-Electric Corporation,Poatina Power Station,TAS1,POAT220,Raisereg,200.0,0.0,248.0,90.0,45.0
Hydro-Electric Corporation,Reece Power Station,TAS1,REECE1,Lower5min,119.0,0.0,119.0,45.0,90.0
Hydro-Electric Corporation,Reece Power Station,TAS1,REECE1,Lower60sec,90.0,0.0,120.0,58.0,76.0
Hydro-Electric Corporation,Reece Power Station,TAS1,REECE1,Lower6sec,21.0,0.0,119.0,34.0,16.0
Hydro-Electric Corporation,Reece Power Station,TAS1,REECE1,Lowerreg,119.0,0.0,119.0,45.0,90.0
Hydro-Electric Corporation,Reece Power Station,TAS1,REECE1,Raise5min,119.0,0.0,119.0,90.0,45.0
Hydro-Electric Corporation,Reece Power Station,TAS1,REECE1,Raise60sec,75.0,0.0,117.0,90.0,59.0
Hydro-Electric Corporation,Reece Power Station,TAS1,REECE1,Raise6sec,21.0,0.0,118.0,46.0,13.0
Hydro-Electric Corporation,Reece Power Station,TAS1,REECE1,Raisereg,119.0,0.0,119.0,90.0,45.0
Hydro-Electric Corporation,Reece Power Station,TAS1,REECE2,Lower5min,119.0,0.0,119.0,45.0,90.0
Hydro-Electric Corporation,Reece Power Station,TAS1,REECE2,Lower60sec,126.0,0.0,119.0,60.0,90.0
Hydro-Electric Corporation,Reece Power Station,TAS1,REECE2,Lower6sec,31.0,0.0,148.0,58.0,18.0
Hydro-Electric Corporation,Reece Power Station,TAS1,REECE2,Lowerreg,119.0,0.0,119.0,45.0,90.0
Hydro-Electric Corporation,Reece Power Station,TAS1,REECE2,Raise5min,119.0,0.0,119.0,90.0,45.0
Hydro-Electric Corporation,Reece Power Station,TAS1,REECE2,Raise60sec,108.0,0.0,119.0,90.0,63.0
Hydro-Electric Corporation,Reece Power Station,TAS1,REECE2,Raise6sec,31.0,0.0,119.0,90.0,15.0
Hydro-Electric Corporation,Reece Power Station,TAS1,REECE2,Raisereg,119.0,0.0,119.0,90.0,45.0
Hydro-Electric Corporation,Tarraleah Power Station,TAS1,TARRALEA,Lower6sec,25.0,0.0,90.0,30.0,90.0
Hydro-Electric Corporation,Trevallyn Power Station,TAS1,TREVALLN,Lower5min,101.0,0.0,101.0,45.0,90.0
Hydro-Electric Corporation,Trevallyn Power Station,TAS1,TREVALLN,Lower60sec,31.0,0.0,103.0,64.0,54.0
Hydro-Electric Corporation,Trevallyn Power Station,TAS1,TREVALLN,Lower6sec,14.0,0.0,93.0,32.0,33.0
Hydro-Electric Corporation,Trevallyn Power Station,TAS1,TREVALLN,Lowerreg,101.0,0.0,101.0,45.0,90.0
Hydro-Electric Corporation,Trevallyn Power Station,TAS1,TREVALLN,Raise5min,101.0,0.0,101.0,90.0,45.0
Hydro-Electric Corporation,Trevallyn Power Station,TAS1,TREVALLN,Raise60sec,29.0,0.0,103.0,83.0,41.0
Hydro-Electric Corporation,Trevallyn Power Station,TAS1,TREVALLN,Raise6sec,13.0,0.0,91.0,90.0,28.0
Hydro-Electric Corporation,Trevallyn Power Station,TAS1,TREVALLN,Raisereg,101.0,0.0,101.0,90.0,45.0
